,subject1_a,subject1,subject1_b,subject2_a,subject2,subject2_b,object,rule,conf_pca
r3582,b,<dbo:associatedBand>,a,,,,<dbo:associatedMusicalArtist>,"<dbo:associatedMusicalArtist>(a, b) <= <dbo:associatedBand>(b, a)",0.349834131
r3583,b,<dbo:associatedMusicalArtist>,a,,,,<dbo:associatedMusicalArtist>,"<dbo:associatedMusicalArtist>(a, b) <= <dbo:associatedMusicalArtist>(b, a)",0.349834131
r3584,a,<dbo:sourceConfluenceRegion>,b,,,,<dbo:mouthRegion>,"<dbo:mouthRegion>(a, b) <= <dbo:sourceConfluenceRegion>(a, b)",0.35
r3585,e,<dbo:languageFamily>,a,e,<dbo:languageRegulator>,b,<dbo:languageRegulator>,"<dbo:languageRegulator>(a, b) <= <dbo:languageFamily>(e, a) & <dbo:languageRegulator>(e, b)",0.35
r3586,f,<dbo:formerChoreographer>,b,a,<dbo:formerPartner>,f,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:formerChoreographer>(f, b) & <dbo:formerPartner>(a, f)",0.35106383
r3587,e,<dbo:house>,a,e,<dbo:leader>,b,<dbo:leader>,"<dbo:leader>(a, b) <= <dbo:house>(e, a) & <dbo:leader>(e, b)",0.351190476
r3588,f,<dbo:region>,b,a,<dbo:source>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:region>(f, b) & <dbo:source>(a, f)",0.351351351
r3589,f,<dbo:drainsFrom>,a,b,<dbo:vein>,f,<dbo:artery>,"<dbo:artery>(a, b) <= <dbo:drainsFrom>(f, a) & <dbo:vein>(b, f)",0.351648352
r3590,e,<dbo:city>,a,e,<dbo:part>,b,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:city>(e, a) & <dbo:part>(e, b)",0.352941176
r3591,f,<dbo:field>,b,a,<dbo:influenced>,f,<dbo:field>,"<dbo:field>(a, b) <= <dbo:field>(f, b) & <dbo:influenced>(a, f)",0.353403141
r3592,a,<dbo:location>,f,b,<dbo:location>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",0.353535354
r3593,a,<dbo:poleDriverTeam>,b,,,,<dbo:secondTeam>,"<dbo:secondTeam>(a, b) <= <dbo:poleDriverTeam>(a, b)",0.355599214
r3594,b,<dbo:child>,a,,,,<dbo:relative>,"<dbo:relative>(a, b) <= <dbo:child>(b, a)",0.355696203
r3595,a,<dbo:secondTeam>,b,,,,<dbo:poleDriverTeam>,"<dbo:poleDriverTeam>(a, b) <= <dbo:secondTeam>(a, b)",0.355948869
r3596,a,<dbo:formerTeam>,b,,,,<dbo:debutTeam>,"<dbo:debutTeam>(a, b) <= <dbo:formerTeam>(a, b)",0.356142974
r3597,b,<dbo:relation>,f,f,<dbo:spouse>,a,<dbo:child>,"<dbo:child>(a, b) <= <dbo:relation>(b, f) & <dbo:spouse>(f, a)",0.356521739
r3598,e,<dbo:operatedBy>,b,e,<dbo:servingRailwayLine>,a,<dbo:operatedBy>,"<dbo:operatedBy>(a, b) <= <dbo:operatedBy>(e, b) & <dbo:servingRailwayLine>(e, a)",0.356828194
r3599,f,<dbo:creator>,b,a,<dbo:related>,f,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:creator>(f, b) & <dbo:related>(a, f)",0.356907895
r3600,a,<dbo:president>,b,,,,<dbo:viceChancellor>,"<dbo:viceChancellor>(a, b) <= <dbo:president>(a, b)",0.357142857
r3601,b,<dbo:highestState>,a,a,<dbo:highestState>,b,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, a) & <dbo:highestState>(a, b)",0.357142857
r3602,a,<dbo:hasJunctionWith>,e,e,<dbo:startPoint>,b,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:hasJunctionWith>(a, e) & <dbo:startPoint>(e, b)",0.357142857
r3603,e,<dbo:city>,a,e,<dbo:county>,b,<dbo:lieutenancyArea>,"<dbo:lieutenancyArea>(a, b) <= <dbo:city>(e, a) & <dbo:county>(e, b)",0.357142857
r3604,a,<dbo:locationCountry>,b,,,,<dbo:headquarter>,"<dbo:headquarter>(a, b) <= <dbo:locationCountry>(a, b)",0.357239513
r3605,b,<dbo:notableCommander>,a,,,,<dbo:militaryUnit>,"<dbo:militaryUnit>(a, b) <= <dbo:notableCommander>(b, a)",0.358369099
r3606,a,<dbo:governmentRegion>,f,b,<dbo:location>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:governmentRegion>(a, f) & <dbo:location>(b, f)",0.358695652
r3607,b,<dbo:knownFor>,a,,,,<dbo:foundedBy>,"<dbo:foundedBy>(a, b) <= <dbo:knownFor>(b, a)",0.359534207
r3608,a,<dbo:highschool>,f,f,<dbo:location>,b,<dbo:highschool>,"<dbo:highschool>(a, b) <= <dbo:highschool>(a, f) & <dbo:location>(f, b)",0.361904762
r3609,b,<dbo:currentPartner>,f,a,<dbo:formerCoach>,f,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:currentPartner>(b, f) & <dbo:formerCoach>(a, f)",0.362068966
r3610,a,<dbo:riverMouth>,f,f,<dbo:sourcePlace>,b,<dbo:sourcePlace>,"<dbo:sourcePlace>(a, b) <= <dbo:riverMouth>(a, f) & <dbo:sourcePlace>(f, b)",0.363378831
r3611,a,<dbo:riverMouth>,f,f,<dbo:sourceMountain>,b,<dbo:sourcePlace>,"<dbo:sourcePlace>(a, b) <= <dbo:riverMouth>(a, f) & <dbo:sourceMountain>(f, b)",0.363378831
r3612,a,<dbo:mouthPlace>,b,,,,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:mouthPlace>(a, b)",0.363636364
r3613,a,<dbo:mouthMountain>,b,,,,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:mouthMountain>(a, b)",0.363636364
r3614,f,<dbo:governmentRegion>,b,a,<dbo:part>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(f, b) & <dbo:part>(a, f)",0.363636364
r3615,e,<dbo:governmentRegion>,b,e,<dbo:part>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(e, b) & <dbo:part>(e, a)",0.363636364
r3616,a,<dbo:owner>,e,e,<dbo:product>,b,<dbo:sisterNewspaper>,"<dbo:sisterNewspaper>(a, b) <= <dbo:owner>(a, e) & <dbo:product>(e, b)",0.363636364
r3617,e,<dbo:part>,a,e,<dbo:part>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:part>(e, a) & <dbo:part>(e, b)",0.363636364
r3618,f,<dbo:relatedMeanOfTransportation>,b,a,<dbo:relatedMeanOfTransportation>,f,<dbo:relatedMeanOfTransportation>,"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:relatedMeanOfTransportation>(f, b) & <dbo:relatedMeanOfTransportation>(a, f)",0.363983051
r3619,a,<dbo:opponent>,b,,,,<dbo:incumbent>,"<dbo:incumbent>(a, b) <= <dbo:opponent>(a, b)",0.364102564
r3620,a,<dbo:successor>,b,,,,<dbo:lieutenant>,"<dbo:lieutenant>(a, b) <= <dbo:successor>(a, b)",0.36424581
r3621,a,<dbo:company>,e,e,<dbo:foundedBy>,b,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:company>(a, e) & <dbo:foundedBy>(e, b)",0.364364364
r3622,a,<dbo:fastestDriverTeam>,b,,,,<dbo:secondTeam>,"<dbo:secondTeam>(a, b) <= <dbo:fastestDriverTeam>(a, b)",0.364942529
r3623,e,<dbo:location>,b,a,<dbo:premierePlace>,e,<dbo:premierePlace>,"<dbo:premierePlace>(a, b) <= <dbo:location>(e, b) & <dbo:premierePlace>(a, e)",0.365384615
r3624,b,<dbo:influenced>,a,,,,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:influenced>(b, a)",0.365609349
r3625,e,<dbo:europeanParliamentGroup>,b,e,<dbo:mergedIntoParty>,a,<dbo:europeanParliamentGroup>,"<dbo:europeanParliamentGroup>(a, b) <= <dbo:europeanParliamentGroup>(e, b) & <dbo:mergedIntoParty>(e, a)",0.366666667
r3626,a,<dbo:secondTeam>,b,,,,<dbo:fastestDriverTeam>,"<dbo:fastestDriverTeam>(a, b) <= <dbo:secondTeam>(a, b)",0.367760618
r3627,a,<dbo:debutTeam>,e,e,<dbo:owner>,b,<dbo:debutTeam>,"<dbo:debutTeam>(a, b) <= <dbo:debutTeam>(a, e) & <dbo:owner>(e, b)",0.367830424
r3628,b,<dbo:leader>,a,,,,<dbo:party>,"<dbo:party>(a, b) <= <dbo:leader>(b, a)",0.369565217
r3629,b,<dbo:child>,a,,,,<dbo:relation>,"<dbo:relation>(a, b) <= <dbo:child>(b, a)",0.371077763
r3630,b,<dbo:president>,a,,,,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:president>(b, a)",0.373308446
r3631,a,<dbo:author>,b,,,,<dbo:lyrics>,"<dbo:lyrics>(a, b) <= <dbo:author>(a, b)",0.374208861
r3632,b,<dbo:parentOrganisation>,a,,,,<dbo:youthWing>,"<dbo:youthWing>(a, b) <= <dbo:parentOrganisation>(b, a)",0.375
r3633,b,<dbo:employer>,a,,,,<dbo:chiefEditor>,"<dbo:chiefEditor>(a, b) <= <dbo:employer>(b, a)",0.375
r3634,e,<dbo:derivative>,b,a,<dbo:instrument>,e,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:derivative>(e, b) & <dbo:instrument>(a, e)",0.375
r3635,e,<dbo:author>,b,e,<dbo:nonFictionSubject>,a,<dbo:crewMember>,"<dbo:crewMember>(a, b) <= <dbo:author>(e, b) & <dbo:nonFictionSubject>(e, a)",0.375
r3636,f,<dbo:locatedInArea>,b,a,<dbo:sourcePlace>,f,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:locatedInArea>(f, b) & <dbo:sourcePlace>(a, f)",0.375
r3637,f,<dbo:locatedInArea>,b,a,<dbo:sourceMountain>,f,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:locatedInArea>(f, b) & <dbo:sourceMountain>(a, f)",0.375
r3638,a,<dbo:opponent>,f,b,<dbo:successor>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:opponent>(a, f) & <dbo:successor>(b, f)",0.375
r3639,e,<dbo:formerChoreographer>,b,e,<dbo:formerPartner>,a,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:formerChoreographer>(e, b) & <dbo:formerPartner>(e, a)",0.375
r3640,f,<dbo:voice>,b,a,<dbo:voice>,f,<dbo:voice>,"<dbo:voice>(a, b) <= <dbo:voice>(f, b) & <dbo:voice>(a, f)",0.375
r3641,b,<dbo:doctoralAdvisor>,a,,,,<dbo:notableStudent>,"<dbo:notableStudent>(a, b) <= <dbo:doctoralAdvisor>(b, a)",0.37654321
r3642,e,<dbo:creator>,b,e,<dbo:related>,a,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:creator>(e, b) & <dbo:related>(e, a)",0.378427788
r3643,b,<dbo:relatedMeanOfTransportation>,a,,,,<dbo:relatedMeanOfTransportation>,"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:relatedMeanOfTransportation>(b, a)",0.378856041
r3644,e,<dbo:isPartOf>,b,e,<dbo:routeEnd>,a,<dbo:owningOrganisation>,"<dbo:owningOrganisation>(a, b) <= <dbo:isPartOf>(e, b) & <dbo:routeEnd>(e, a)",0.378881988
r3645,e,<dbo:location>,a,e,<dbo:location>,b,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:location>(e, a) & <dbo:location>(e, b)",0.378947368
r3646,a,<dbo:highestMountain>,f,f,<dbo:state>,b,<dbo:highestPlace>,"<dbo:highestPlace>(a, b) <= <dbo:highestMountain>(a, f) & <dbo:state>(f, b)",0.379310345
r3647,b,<dbo:product>,f,a,<dbo:series>,f,<dbo:developer>,"<dbo:developer>(a, b) <= <dbo:product>(b, f) & <dbo:series>(a, f)",0.380256751
r3648,a,<dbo:opponent>,f,f,<dbo:successor>,b,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:opponent>(a, f) & <dbo:successor>(f, b)",0.380952381
r3649,b,<dbo:musicSubgenre>,a,,,,<dbo:stylisticOrigin>,"<dbo:stylisticOrigin>(a, b) <= <dbo:musicSubgenre>(b, a)",0.381625442
r3650,a,<dbo:country>,b,,,,<dbo:headquarter>,"<dbo:headquarter>(a, b) <= <dbo:country>(a, b)",0.382148377
r3651,a,<dbo:artist>,b,,,,<dbo:composer>,"<dbo:composer>(a, b) <= <dbo:artist>(a, b)",0.382405745
r3652,b,<dbo:hasJunctionWith>,a,,,,<dbo:hasJunctionWith>,"<dbo:hasJunctionWith>(a, b) <= <dbo:hasJunctionWith>(b, a)",0.383561644
r3653,a,<dbo:automobilePlatform>,e,e,<dbo:vehicle>,b,<dbo:relatedMeanOfTransportation>,"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:automobilePlatform>(a, e) & <dbo:vehicle>(e, b)",0.383886256
r3654,a,<dbo:designer>,f,b,<dbo:foundedBy>,f,<dbo:gameArtist>,"<dbo:gameArtist>(a, b) <= <dbo:designer>(a, f) & <dbo:foundedBy>(b, f)",0.384615385
r3655,b,<dbo:highestRegion>,f,a,<dbo:lowestRegion>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestRegion>(b, f) & <dbo:lowestRegion>(a, f)",0.384615385
r3656,e,<dbo:parent>,a,e,<dbo:restingPlace>,b,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:parent>(e, a) & <dbo:restingPlace>(e, b)",0.384615385
r3657,e,<dbo:era>,b,e,<dbo:influencedBy>,a,<dbo:era>,"<dbo:era>(a, b) <= <dbo:era>(e, b) & <dbo:influencedBy>(e, a)",0.385113269
r3658,f,<dbo:sisterNewspaper>,a,b,<dbo:sisterNewspaper>,f,<dbo:sisterNewspaper>,"<dbo:sisterNewspaper>(a, b) <= <dbo:sisterNewspaper>(f, a) & <dbo:sisterNewspaper>(b, f)",0.387096774
r3659,b,<dbo:drainsFrom>,f,a,<dbo:supplies>,f,<dbo:vein>,"<dbo:vein>(a, b) <= <dbo:drainsFrom>(b, f) & <dbo:supplies>(a, f)",0.388888889
r3660,e,<dbo:currentPartner>,b,a,<dbo:formerCoach>,e,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:currentPartner>(e, b) & <dbo:formerCoach>(a, e)",0.388888889
r3661,a,<dbo:parent>,b,,,,<dbo:predecessor>,"<dbo:predecessor>(a, b) <= <dbo:parent>(a, b)",0.389138135
r3662,f,<dbo:owner>,b,a,<dbo:routeStart>,f,<dbo:operatedBy>,"<dbo:operatedBy>(a, b) <= <dbo:owner>(f, b) & <dbo:routeStart>(a, f)",0.389240506
r3663,a,<dbo:foundedBy>,b,,,,<dbo:keyPerson>,"<dbo:keyPerson>(a, b) <= <dbo:foundedBy>(a, b)",0.389735961
r3664,a,<dbo:league>,b,,,,<dbo:honours>,"<dbo:honours>(a, b) <= <dbo:league>(a, b)",0.391304348
r3665,a,<dbo:subsidiary>,f,b,<dbo:subsidiary>,f,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:subsidiary>(a, f) & <dbo:subsidiary>(b, f)",0.391304348
r3666,e,<dbo:artery>,a,e,<dbo:vein>,b,<dbo:vein>,"<dbo:vein>(a, b) <= <dbo:artery>(e, a) & <dbo:vein>(e, b)",0.391666667
r3667,a,<dbo:parent>,f,f,<dbo:restingPlace>,b,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:parent>(a, f) & <dbo:restingPlace>(f, b)",0.392857143
r3668,a,<dbo:fastestDriver>,b,,,,<dbo:firstDriver>,"<dbo:firstDriver>(a, b) <= <dbo:fastestDriver>(a, b)",0.393488372
r3669,f,<dbo:europeanParliamentGroup>,b,a,<dbo:mergedIntoParty>,f,<dbo:europeanParliamentGroup>,"<dbo:europeanParliamentGroup>(a, b) <= <dbo:europeanParliamentGroup>(f, b) & <dbo:mergedIntoParty>(a, f)",0.393939394
r3670,e,<dbo:artery>,b,a,<dbo:drainsFrom>,e,<dbo:artery>,"<dbo:artery>(a, b) <= <dbo:artery>(e, b) & <dbo:drainsFrom>(a, e)",0.394736842
r3671,e,<dbo:coach>,b,e,<dbo:formerPartner>,a,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:coach>(e, b) & <dbo:formerPartner>(e, a)",0.395348837
r3672,f,<dbo:coach>,b,a,<dbo:formerPartner>,f,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:coach>(f, b) & <dbo:formerPartner>(a, f)",0.395555556
r3673,b,<dbo:isPartOf>,a,,,,<dbo:part>,"<dbo:part>(a, b) <= <dbo:isPartOf>(b, a)",0.395670509
r3674,a,<dbo:firstDriver>,b,,,,<dbo:fastestDriver>,"<dbo:fastestDriver>(a, b) <= <dbo:firstDriver>(a, b)",0.396438613
r3675,b,<dbo:governorGeneral>,a,,,,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:governorGeneral>(b, a)",0.396825397
r3676,b,<dbo:architect>,a,,,,<dbo:significantProject>,"<dbo:significantProject>(a, b) <= <dbo:architect>(b, a)",0.396825397
r3677,e,<dbo:drainsFrom>,b,a,<dbo:vein>,e,<dbo:supplies>,"<dbo:supplies>(a, b) <= <dbo:drainsFrom>(e, b) & <dbo:vein>(a, e)",0.397959184
r3678,a,<dbo:coach>,f,f,<dbo:currentPartner>,b,<dbo:coach>,"<dbo:coach>(a, b) <= <dbo:coach>(a, f) & <dbo:currentPartner>(f, b)",0.397959184
r3679,b,<dbo:landingVehicle>,f,a,<dbo:mission>,f,<dbo:mission>,"<dbo:mission>(a, b) <= <dbo:landingVehicle>(b, f) & <dbo:mission>(a, f)",0.398373984
r3680,b,<dbo:parent>,a,,,,<dbo:successor>,"<dbo:successor>(a, b) <= <dbo:parent>(b, a)",0.399708455
r3681,b,<dbo:otherParty>,a,,,,<dbo:secretaryGeneral>,"<dbo:secretaryGeneral>(a, b) <= <dbo:otherParty>(b, a)",0.4
r3682,a,<dbo:district>,b,,,,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:district>(a, b)",0.4
r3683,b,<dbo:foundedBy>,a,,,,<dbo:foundedBy>,"<dbo:foundedBy>(a, b) <= <dbo:foundedBy>(b, a)",0.4
r3684,b,<dbo:almaMater>,a,,,,<dbo:rector>,"<dbo:rector>(a, b) <= <dbo:almaMater>(b, a)",0.4
r3685,b,<dbo:location>,a,b,<dbo:municipality>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:location>(b, a) & <dbo:municipality>(b, a)",0.4
r3686,a,<dbo:aircraftFighter>,b,a,<dbo:aircraftInterceptor>,b,<dbo:aircraftRecon>,"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftFighter>(a, b) & <dbo:aircraftInterceptor>(a, b)",0.4
r3687,e,<dbo:highestMountain>,b,a,<dbo:highestRegion>,e,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:highestMountain>(e, b) & <dbo:highestRegion>(a, e)",0.4
r3688,a,<dbo:director>,b,a,<dbo:producer>,b,<dbo:creativeDirector>,"<dbo:creativeDirector>(a, b) <= <dbo:director>(a, b) & <dbo:producer>(a, b)",0.4
r3689,a,<dbo:lowestRegion>,f,b,<dbo:lowestRegion>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:lowestRegion>(a, f) & <dbo:lowestRegion>(b, f)",0.4
r3690,a,<dbo:highestMountain>,f,f,<dbo:highestState>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestMountain>(a, f) & <dbo:highestState>(f, b)",0.4
r3691,a,<dbo:highestPlace>,f,f,<dbo:municipality>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestPlace>(a, f) & <dbo:municipality>(f, b)",0.4
r3692,b,<dbo:sourceCountry>,f,a,<dbo:startPoint>,f,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:sourceCountry>(b, f) & <dbo:startPoint>(a, f)",0.4
r3693,a,<dbo:hasJunctionWith>,e,e,<dbo:sourceMountain>,b,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:hasJunctionWith>(a, e) & <dbo:sourceMountain>(e, b)",0.4
r3694,a,<dbo:hasJunctionWith>,e,e,<dbo:sourcePlace>,b,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:hasJunctionWith>(a, e) & <dbo:sourcePlace>(e, b)",0.4
r3695,e,<dbo:creator>,b,e,<dbo:subsequentWork>,a,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:creator>(e, b) & <dbo:subsequentWork>(e, a)",0.4
r3696,e,<dbo:hometown>,a,e,<dbo:hometown>,b,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:hometown>(e, a) & <dbo:hometown>(e, b)",0.4
r3697,f,<dbo:parentOrganisation>,b,a,<dbo:schoolBoard>,f,<dbo:authority>,"<dbo:authority>(a, b) <= <dbo:parentOrganisation>(f, b) & <dbo:schoolBoard>(a, f)",0.4
r3698,a,<dbo:lyrics>,b,,,,<dbo:author>,"<dbo:author>(a, b) <= <dbo:lyrics>(a, b)",0.401187447
r3699,a,<dbo:locationCity>,b,,,,<dbo:foundationPlace>,"<dbo:foundationPlace>(a, b) <= <dbo:locationCity>(a, b)",0.401579587
r3700,e,<dbo:musicSubgenre>,b,a,<dbo:musicSubgenre>,e,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:musicSubgenre>(e, b) & <dbo:musicSubgenre>(a, e)",0.402654867
r3701,a,<dbo:owner>,b,,,,<dbo:tenant>,"<dbo:tenant>(a, b) <= <dbo:owner>(a, b)",0.402660754
r3702,a,<dbo:firstDriver>,b,,,,<dbo:poleDriver>,"<dbo:poleDriver>(a, b) <= <dbo:firstDriver>(a, b)",0.402870813
r3703,a,<dbo:poleDriver>,b,,,,<dbo:firstDriver>,"<dbo:firstDriver>(a, b) <= <dbo:poleDriver>(a, b)",0.402870813
r3704,a,<dbo:executiveProducer>,b,,,,<dbo:creator>,"<dbo:creator>(a, b) <= <dbo:executiveProducer>(a, b)",0.403211806
r3705,a,<dbo:city>,b,,,,<dbo:federalState>,"<dbo:federalState>(a, b) <= <dbo:city>(a, b)",0.403448276
r3706,e,<dbo:crewMember>,a,e,<dbo:landingVehicle>,b,<dbo:mission>,"<dbo:mission>(a, b) <= <dbo:crewMember>(e, a) & <dbo:landingVehicle>(e, b)",0.403508772
r3707,a,<dbo:musicalBand>,b,,,,<dbo:writer>,"<dbo:writer>(a, b) <= <dbo:musicalBand>(a, b)",0.403518872
r3708,a,<dbo:musicalArtist>,b,,,,<dbo:writer>,"<dbo:writer>(a, b) <= <dbo:musicalArtist>(a, b)",0.403518872
r3709,f,<dbo:creator>,b,a,<dbo:previousWork>,f,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:creator>(f, b) & <dbo:previousWork>(a, f)",0.403547672
r3710,e,<dbo:riverMouth>,a,e,<dbo:sourceCountry>,b,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:riverMouth>(e, a) & <dbo:sourceCountry>(e, b)",0.40397351
r3711,a,<dbo:location>,b,,,,<dbo:district>,"<dbo:district>(a, b) <= <dbo:location>(a, b)",0.40470731
r3712,e,<dbo:artery>,b,e,<dbo:vein>,a,<dbo:artery>,"<dbo:artery>(a, b) <= <dbo:artery>(e, b) & <dbo:vein>(e, a)",0.405405405
r3713,a,<dbo:lyrics>,b,,,,<dbo:musicBy>,"<dbo:musicBy>(a, b) <= <dbo:lyrics>(a, b)",0.405426357
r3714,b,<dbo:ground>,a,,,,<dbo:tenant>,"<dbo:tenant>(a, b) <= <dbo:ground>(b, a)",0.405932082
r3715,b,<dbo:supplies>,f,f,<dbo:vein>,a,<dbo:artery>,"<dbo:artery>(a, b) <= <dbo:supplies>(b, f) & <dbo:vein>(f, a)",0.408450704
r3716,a,<dbo:aircraftRecon>,f,f,<dbo:predecessor>,b,<dbo:aircraftRecon>,"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftRecon>(a, f) & <dbo:predecessor>(f, b)",0.409090909
r3717,e,<dbo:operatedBy>,b,a,<dbo:type>,e,<dbo:owningOrganisation>,"<dbo:owningOrganisation>(a, b) <= <dbo:operatedBy>(e, b) & <dbo:type>(a, e)",0.409090909
r3718,a,<dbo:district>,b,,,,<dbo:mouthRegion>,"<dbo:mouthRegion>(a, b) <= <dbo:district>(a, b)",0.410526316
r3719,a,<dbo:leftTributary>,f,f,<dbo:sourceRegion>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:leftTributary>(a, f) & <dbo:sourceRegion>(f, b)",0.410714286
r3720,a,<dbo:opponent>,f,b,<dbo:opponent>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:opponent>(a, f) & <dbo:opponent>(b, f)",0.411764706
r3721,f,<dbo:creator>,b,a,<dbo:subsequentWork>,f,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:creator>(f, b) & <dbo:subsequentWork>(a, f)",0.411917098
r3722,b,<dbo:formerBandMember>,a,,,,<dbo:associatedBand>,"<dbo:associatedBand>(a, b) <= <dbo:formerBandMember>(b, a)",0.413656985
r3723,b,<dbo:formerBandMember>,a,,,,<dbo:associatedMusicalArtist>,"<dbo:associatedMusicalArtist>(a, b) <= <dbo:formerBandMember>(b, a)",0.413656985
r3724,e,<dbo:coach>,b,e,<dbo:currentPartner>,a,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:coach>(e, b) & <dbo:currentPartner>(e, a)",0.4140625
r3725,e,<dbo:doctoralAdvisor>,a,e,<dbo:field>,b,<dbo:field>,"<dbo:field>(a, b) <= <dbo:doctoralAdvisor>(e, a) & <dbo:field>(e, b)",0.414236283
r3726,b,<dbo:majorIsland>,a,,,,<dbo:archipelago>,"<dbo:archipelago>(a, b) <= <dbo:majorIsland>(b, a)",0.414634146
r3727,e,<dbo:leftTributary>,a,e,<dbo:sourceRegion>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:leftTributary>(e, a) & <dbo:sourceRegion>(e, b)",0.415384615
r3728,a,<dbo:municipality>,b,,,,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:municipality>(a, b)",0.416666667
r3729,f,<dbo:governmentRegion>,b,a,<dbo:lowestState>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(f, b) & <dbo:lowestState>(a, f)",0.416666667
r3730,e,<dbo:governmentRegion>,b,e,<dbo:lowestState>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(e, b) & <dbo:lowestState>(e, a)",0.416666667
r3731,e,<dbo:aircraftTrainer>,b,e,<dbo:militaryBranch>,a,<dbo:aircraftTrainer>,"<dbo:aircraftTrainer>(a, b) <= <dbo:aircraftTrainer>(e, b) & <dbo:militaryBranch>(e, a)",0.416666667
r3732,f,<dbo:isPartOf>,b,a,<dbo:servingRailwayLine>,f,<dbo:owningOrganisation>,"<dbo:owningOrganisation>(a, b) <= <dbo:isPartOf>(f, b) & <dbo:servingRailwayLine>(a, f)",0.416829746
